Url,Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace surface,Garden surface,Surface of the plot,Number of facades,Swimming pool,Building condition,Construction year,Street frontage width,Number of frontages,Surroundings type,Living room,Dressing room,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water & electricity",Primary energy consumption,Energy class,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Photovoltaic solar panels,Thermic solar panels,Common water heater,Double glazing,Planning permission obtained,Type of building,Obligation to build,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Tenement building,Address,External reference
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10797201,10797201,schaerbeek,1030,349000,house,house,for-sale,3,165,1,0,0,,,57,,0,Good,,,,,,,,,,,,,,178,D,35 kg CO₂/m²,,Gas,,,,1,,,,,,,,,1,Av. Henri Conscience 74,
https://www.immoweb.be/en/classified/house/for-sale/moerkerke/8340/11135680,11135680,moerkerke,8340,415000,house,house,for-sale,3,254,1,0,0,,,290,,0,Good,,,3,,1,,,,,,,,,368,D,,,Gas,,,1,1,1,,,0,0,0,,"Living area (residential, urban or rural)",0,Kortrijksestraat 68,
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10866901,10866901,schaerbeek,1030,360000,house,house,for-sale,3,175,1,0,0,,,66,,0,To restore,,,,,,,,,,,,,,275,E,55 kg CO₂/m²,,Gas,,,,1,,,,,,,,,1,Av. Henri Conscience 74,
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11135687,11135687,blankenberge,8370,209000,appartment,apartment,for-sale,2,81,1,0,0,,,,,0,Good,,,,,,,,,,,,,,388,D,,,Electric,,,1,1,,,,,,,Possible flood zone,,0,Smedenstraat 21,
https://www.immoweb.be/en/classified/flat-studio/for-sale/li%C3%A8ge/4000/11135689,11135689,li%C3%A8ge,4000,115000,appartment,flat-studio,for-sale,,42,1,0,0,,,,,0,Just renovated,,,2,,,,,,,,,,,162,B,30 kg CO₂/m²,6805 kWh/year,,,,,1,,,,,,,Non flood zone,,0,Voie de l'Ardenne 179,3617 - 5568282
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11023729,11023729,schaerbeek,1030,950000,house,house,for-sale,5,204,1,0,0,10,70,308,,0,To be done up,1926,,3,,,,,,,,,,,498,G,110 kg CO₂/m²,,,,,,1,,,,,,,,,0,Rue Archimède 93b,5652474
https://www.immoweb.be/en/classified/mansion/for-sale/schaerbeek/1030/10385970,10385970,schaerbeek,1030,2435000,house,mansion,for-sale,6,650,1,0,1,,140,340,,0,Just renovated,1910,,,,,,,,,,,,0,219,E,,,Gas,,,,1,1,,,0,0,,,Mixed living area (accommodation & economic activities),0,Place des chasseurs Ardennais 24-26,9022 - 654658563
https://www.immoweb.be/en/classified/apartment-block/for-sale/li%C3%A8ge/4000/11135712,11135712,li%C3%A8ge,4000,395000,house,apartment-block,for-sale,,244,1,0,0,,,352,,0,,1930,,2,,,,0,,,,,Connected,1,153,B,,14425 kWh/year,Gas,0,0,0,1,1,Apartment building,,0,0,0,Non flood zone,Economic activity area,1,Rue de l'Yser 425,a0iTt000000C9ltIAC
https://www.immoweb.be/en/classified/house/for-sale/mornimont/5190/11135716,11135716,mornimont,5190,265000,house,house,for-sale,3,115,1,0,1,23,,316,,0,Just renovated,1899,,4,,,,,,,,,,1,331,D,1000 kg CO₂/m²,38093 kWh/year,Fuel oil,,,,1,,,,,,,,,0,Place Albert 1er 9,2634 - 203039
https://www.immoweb.be/en/classified/house/for-sale/namur/5100/11135717,11135717,namur,5100,290000,house,house,for-sale,5,237,1,0,0,40,230,340,,0,To be done up,,,2,Urban,,,,,,,,,1,460,F,,52462 kWh/year,Fuel oil,,,,1,,,,,,,Non flood zone,,0,Place Albert 1er 9,2620 - 203035
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-noord/2060/11135725,11135725,antwerpen-noord,2060,199000,appartment,apartment,for-sale,2,80,1,0,0,,,,,0,Good,1957,,2,Urban,,,,,,,,,,231,C,,,Gas,,,,,,,,0,1,0,,"Living area (residential, urban or rural)",0,Frankrijlei 156/158,D2000-23174
https://www.immoweb.be/en/classified/house/for-sale/massemen/9230/11135727,11135727,massemen,9230,299000,house,house,for-sale,3,195,1,0,1,,1274,1491,,0,Good,1972,10 m,4,Fitted out,1,0,0,0,0,1,1,Connected,1,805,F,,,Fuel oil,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Smetlede-Dorp 6,TK/SM/KDC/0579
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10602020,10602020,schaerbeek,1030,749000,house,house,for-sale,7,268,1,0,0,23,60,180,,0,,,,2,,1,,,,,,,,,397,G,,,,,,,,1,,,0,0,,,Residential area with cultural historical aesthetic value,1,Albert De Beusscherplein 2,5346447
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-zuid/2018/11135724,11135724,antwerpen-zuid,2018,159000,appartment,apartment,for-sale,,42,1,0,0,,,,,0,Good,1970,,2,Urban,,,,,,,,,,224,C,,,Gas,,,,,1,,,0,0,0,,"Living area (residential, urban or rural)",0,Frankrijlei 156/158,D2000-24018
https://www.immoweb.be/en/classified/apartment/for-sale/merksem/2170/11135726,11135726,merksem,2170,189000,appartment,apartment,for-sale,1,90,1,0,0,2,,,,0,Good,1968,,2,Urban,,,,,,,,,,184,B,,,Gas,,,,,1,,,0,0,0,,"Living area (residential, urban or rural)",0,Lambrechtshoekenlaan 183,D2170-24003
https://www.immoweb.be/en/classified/apartment/for-sale/zeebrugge/8380/11113183,11113183,zeebrugge,8380,349000,appartment,apartment,for-sale,2,94,1,0,0,,,,,0,Good,,,,,1,0,0,,,,,,,141,B,,,Gas,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,,0,Lippenslaan 116,A12060
https://www.immoweb.be/en/classified/house/for-sale/stabroek/2940/11135739,11135739,stabroek,2940,204000,house,house,for-sale,2,90,1,0,0,,,,,0,Good,1975,,2,Fitted out,1,0,0,0,0,0,1,Connected,0,157,B,,,Fuel oil,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Bredabaan 661,4173
https://www.immoweb.be/en/classified/house/for-sale/bekkevoort/3460/11135729,11135729,bekkevoort,3460,1345000,house,house,for-sale,3,215,1,0,0,24,,6500,,0,Good,2020,,4,Countryside,,0,0,0,0,0,1,Connected,1,,A+,,,,1,0,0,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Bondgenotenlaan 33,2511/TK/02/2024
https://www.immoweb.be/en/classified/bungalow/for-sale/amay/4540/11135736,11135736,amay,4540,279000,house,bungalow,for-sale,3,103,1,0,0,20,,1159,,0,,,12 m,4,,,,0,,,,,Not connected,1,612,G,175 kg CO₂/m²,58153 kWh/year,Electric,0,0,0,1,,Bungalow,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Rue de l'Yser 425,a0iTt000000C9dpIAC
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10690644,10690644,schaerbeek,1030,995000,house,apartment-block,for-sale,8,330,1,0,0,25,,,,0,Good,1927,,2,,,,,,,,,,,,,,,Gas,,,,1,,,,,,,Non flood zone,,1,Rue Emile Féron 153,5445447
https://www.immoweb.be/en/classified/house/for-sale/gingelom/3890/11135733,11135733,gingelom,3890,325000,house,house,for-sale,5,346,1,0,0,,,450,,0,To renovate,1933,,4,Fitted out,,0,0,0,0,1,1,Connected,1,865,F,,,Fuel oil,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Thonissenlaan 82,10/1517
https://www.immoweb.be/en/classified/house/for-sale/ieper/8900/11135742,11135742,ieper,8900,195000,house,house,for-sale,3,,1,0,0,,,240,,0,To renovate,,,,,1,,,,,,,,,831,F,,,,,,,,1,,,,0,0,Non flood zone,Green area,0,Rijselstraat 25,
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10511947,10511947,schaerbeek,1030,825000,house,apartment-block,for-sale,4,285,1,0,0,6,,85,,0,Good,1930,,2,,,,,,,,,,,550,G,125 kg CO₂/m²,,Gas,,,,1,,,,,,,,,1,Rue Voot 4,5316270
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10511948,10511948,schaerbeek,1030,699000,house,apartment-block,for-sale,5,225,1,0,0,12,,45,,0,As new,1930,,2,,,,,,,,,,,794,G,125 kg CO₂/m²,,Gas,,,,1,,,,,,,,,1,Rue Voot 4,5316275
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11119768,11119768,schaerbeek,1030,380000,house,house,for-sale,5,175,1,0,0,9,,55,,0,To restore,,,2,,,,,,,,,,,233,E,46 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Avenue Jean Materne 24,
https://www.immoweb.be/en/classified/apartment-block/for-sale/saint-josse-ten-noode/1210/11135686,11135686,saint-josse-ten-noode,1210,595000,house,apartment-block,for-sale,5,270,1,0,0,50,,270,,0,To renovate,1930,,2,Urban,,,,,,,,,,179,D,36 kg CO₂/m²,,Gas,,,,,,,,,,,Non flood zone,"Living area (residential, urban or rural)",1,Bld. Brand Whitlock 108,5846289
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11042801,11042801,schaerbeek,1030,550000,house,house,for-sale,5,218,1,0,0,13,,65,,0,To be done up,1920,5 m,2,,,,,,,,,,,379,G,76 kg CO₂/m²,,Gas,,,,,,,,,,,Non flood zone,,0,Avenue Louise 433,5707753
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/11121085,11121085,schaerbeek,1030,625000,house,apartment-block,for-sale,4,,0,0,0,,,,,0,To be done up,,,2,Urban,,,,,,,,Not connected,1,435,G,87 kg CO₂/m²,,Electric,,,,,,,,,0,,,"Living area (residential, urban or rural)",1,Rue Eugène Toussaint 65,5841508
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/11064787,11064787,schaerbeek,1030,595000,house,apartment-block,for-sale,4,263,1,0,0,,45,150,,0,Just renovated,1938,,2,,,,,,,,,,0,247,E,64 kg CO₂/m²,,Fuel oil,,,,1,,,,,,,,,1,Place des chasseurs Ardennais 24-26,9680 - 654659109
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10835843,10835843,schaerbeek,1030,1250000,house,house,for-sale,5,300,1,0,0,15,60,129,,0,Good,1929,,2,,,,,,,,,Connected,1,315,F,61 kg CO₂/m²,,,,,,1,,,,,,,Non flood zone,,0,Avenue de Tervuren 113,5534181
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11097853,11097853,schaerbeek,1030,680000,house,house,for-sale,4,304,1,0,0,,,80,,0,,,,2,,,,0,,,,,Connected,1,449,G,88 kg CO₂/m²,,Gas,0,0,0,1,,,,0,0,0,Non flood zone,Another type of area,0,Rue Archimède 17,a0iTt000000AGLFIA4
https://www.immoweb.be/en/classified/house/for-sale/kortrijk/8500/11135743,11135743,kortrijk,8500,95000,house,house,for-sale,2,103,1,0,0,,,50,,0,To be done up,1850,4.1 m,2,,,0,0,0,0,0,1,Connected,1,688,F,,,Gas,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Vierkeerstraat 2 bus 2,SD/24001/K
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11119621,11119621,schaerbeek,1030,1250000,house,house,for-sale,6,435,1,0,0,,,253,,0,As new,1932,7 m,2,Mall,,,,,,,,Connected,1,172,D,34 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,16 rue Bois Lionnet,5827679
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11094936,11094936,schaerbeek,1030,245000,house,house,for-sale,4,170,1,0,0,,,45,,0,To renovate,,,2,,,,,,,,,,0,820,G,165 kg CO₂/m²,,,,,,1,,,,,,,,,0,Place des chasseurs Ardennais 24-26,9724 - 654659148
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11115953,11115953,schaerbeek,1030,550000,house,house,for-sale,4,188,1,0,0,,,115,,0,As new,1924,6 m,2,"Living area (residential, urban or rural)",,,,1,,,1,Connected,1,108,C,,,,1,1,,1,,,,,,,,"Living area (residential, urban or rural)",,Rue des Combattants 115,
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10011344,10011344,schaerbeek,1030,595000,house,apartment-block,for-sale,4,270,1,0,0,,245,330,,0,To renovate,,6 m,2,,,,,,,,,,1,389,G,,,Gas,,,,1,,,,,,,,,1,James Ensorlaan 39,1980132 - 1541
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10423863,10423863,schaerbeek,1030,1250000,house,house,for-sale,5,495,1,0,0,26,230,340,,0,To be done up,1921,6.3 m,2,,,,,,,,,Connected,1,347,G,69 kg CO₂/m²,,Gas,,,,1,1,,,,,,Non flood zone,"Living area (residential, urban or rural)",0,Avenue de Tervuren 113,5268659
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/11111846,11111846,schaerbeek,1030,475000,house,apartment-block,for-sale,4,213,1,0,0,,40,228,,0,,1918,,2,,,,0,,,,,Connected,1,419,G,,,Gas,0,0,0,1,1,Apartment building,,0,0,0,Non flood zone,Another type of area,1,Rue Archimède 17,a0iTt00000098O9IAI
https://www.immoweb.be/en/classified/house/for-sale/schaarbeek/1030/10932607,10932607,schaarbeek,1030,475000,house,house,for-sale,4,225,1,0,0,,43,120,,0,,1930,,2,,,,0,,,,,Connected,1,326,F,79 kg CO₂/m²,,Gas,0,0,0,0,,,,0,0,0,Non flood zone,Another type of area,0,Rue Archimède 17,a0iTt0000000C1BIAU
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11000347,11000347,schaerbeek,1030,785000,house,house,for-sale,6,280,1,0,0,28,110,421,,0,Good,1926,,2,,,,,,,,,Connected,1,344,F,69 kg CO₂/m²,,Gas,,,,,,,,,,,,,0,"Avenue des Cerisiers, 212",5624444
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1030/11099841,11099841,bruxelles,1030,3300000,house,mixed-use-building,for-sale,,785,1,0,0,120,50,372,,0,As new,1935,7 m,2,,,,,,,,,Connected,1,319,F,78 kg CO₂/m²,,Fuel oil,,,,1,,,,,,,Non flood zone,,1,"Avenue J. Burgers, 2 b24",5567861
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/11077998,11077998,schaerbeek,1030,975000,house,apartment-block,for-sale,6,430,1,0,0,,142,418,,0,Good,1932,7 m,3,,,,,,,,,,0,347,G,69 kg CO₂/m²,,Gas,,,,1,,,,,,,,,1,Place des chasseurs Ardennais 24-26,9707 - 654659132
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10810528,10810528,schaerbeek,1030,625000,house,apartment-block,for-sale,3,233,1,0,0,,105,190,,0,Good,,,2,"Living area (residential, urban or rural)",1,,,,,,,,,201,D,40 kg CO₂/m²,,Gas,,,,1,,,,,,,,,1,Avenue Louise 433,5507073
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1030/10837452,10837452,bruxelles,1030,775000,house,house,for-sale,5,320,1,0,1,13,16,,,0,As new,1911,,2,,,,,,,,,,1,298,F,59 kg CO₂/m²,,Gas,,,,1,,,,,,,Non flood zone,,0,Avenue de la Brabançonne 1,9069 - 1522
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11097761,11097761,schaerbeek,1030,400000,house,house,for-sale,4,210,0,0,0,,18,,,0,To renovate,1918,5 m,2,,,,,,,,,,0,469,G,94 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Place des chasseurs Ardennais 24-26,9725 - 654659149
https://www.immoweb.be/en/classified/mansion/for-sale/schaerbeek/1030/10993106,10993106,schaerbeek,1030,1285000,house,mansion,for-sale,6,445,1,0,0,25,17,244,,0,To be done up,1920,10 m,2,,,,,,,,,,,197,D,,,Fuel oil,,1,,1,,,,,,,,"Living area (residential, urban or rural)",0,Place Brugmann 11,5496926
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11031039,11031039,schaerbeek,1030,1285000,house,house,for-sale,6,445,1,0,0,25,,244,,0,To renovate,1900,10 m,2,,,,,,,,,,,197,D,,,Fuel oil,,1,,1,,,,,,,Non flood zone,,0,Chaussée de Waterloo 1382,5638917
https://www.immoweb.be/en/classified/villa/for-sale/zottegem/9620/11135545,11135545,zottegem,9620,645000,house,villa,for-sale,4,272,1,0,0,26,2327,2627,,0,Good,1976,18 m,4,Urban,,,,,,,,Connected,,462,E,,,Fuel oil,,,,1,,,,,,,Non flood zone,"Living area (residential, urban or rural)",0,Sint-Denijslaan 1,5863623
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11120993,11120993,schaerbeek,1030,700000,house,house,for-sale,6,281,1,0,0,19,90,165,,0,Just renovated,1908,,2,,,,,,,,,,0,268,E,53 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Place des chasseurs Ardennais 24-26,9700 - 654659126
https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/11135547,11135547,seraing,4101,99000,house,house,for-sale,2,170,1,0,0,,,,,0,To renovate,,,2,Isolated,,,,,,,,Connected,1,541,G,99 kg CO₂/m²,67860 kWh/year,Gas,,,,1,1,,,1,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Rue Chapuis 24,5846652
https://www.immoweb.be/en/classified/apartment-block/for-sale/schaerbeek/1030/10925581,10925581,schaerbeek,1030,645000,house,apartment-block,for-sale,4,310,1,0,0,,,135,,0,To be done up,1850,,2,,,,,,,,,,0,130,C,26 kg CO₂/m²,,Gas,,,,1,,,,,,,,,1,Place des chasseurs Ardennais 24-26,9589 - 654659032
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11063477,11063477,schaerbeek,1030,850000,house,house,for-sale,5,233,1,0,0,14,50,178,,0,Good,1912,6 m,2,,,,,,,,,,,244,E,48 kg CO₂/m²,,Gas,,,,1,,,,0,0,,Non flood zone,"Living area (residential, urban or rural)",0,Avenue de Tervuren 113,5722129
https://www.immoweb.be/en/classified/villa/for-sale/ronse/9600/11135548,11135548,ronse,9600,259000,house,villa,for-sale,3,165,1,0,0,30,351,674,,0,To renovate,1959,10 m,3,Isolated,,,,,,,,,,471,E,8899 kg CO₂/m²,,Gas,,,,1,,,,0,0,0,Non flood zone,Area of landscape interest,0,Stationstraat 30,5847455
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/10566484,10566484,schaerbeek,1030,695000,house,house,for-sale,5,245,0,0,0,20,30,105,,0,To be done up,1920,6 m,2,,,,,,,,,Connected,1,220,E,44 kg CO₂/m²,,Gas,,,,1,,,,,,,Non flood zone,,0,Avenue de Tervuren 113,5343204
https://www.immoweb.be/en/classified/villa/for-sale/ranst%20emblem/2520/11135553,11135553,ranst%20emblem,2520,625000,house,villa,for-sale,4,190,1,0,0,60,800,1177,,0,,2000,11.4 m,4,,,,,,,,,,,324,D,,,Fuel oil,,,,1,1,,,1,0,,Possible flood zone,Green area,0,Mechelsesteenweg 204A,5725202
https://www.immoweb.be/en/classified/house/for-sale/nijlen/2560/11135552,11135552,nijlen,2560,349000,house,house,for-sale,3,160,1,0,0,,,750,,0,,1964,8 m,4,,,,,,,,,Connected,1,424,E,,,Gas,,,,1,1,,,1,0,,Non flood zone,"Living area (residential, urban or rural)",0,Mechelsesteenweg 204A,5710905
https://www.immoweb.be/en/classified/house/for-sale/galmaarden/1570/11135549,11135549,galmaarden,1570,415000,house,house,for-sale,4,196,1,0,1,,,,,0,To renovate,1980,,4,Countryside,,,,,,,,,1,339,D,,,Gas,,,,1,1,,,1,0,,Non flood zone,,0,Alsembergsesteenweg 660,10521 - 4592
https://www.immoweb.be/en/classified/house/for-sale/stekene/9190/11135550,11135550,stekene,9190,339000,house,house,for-sale,3,150,1,0,0,,,600,,0,To renovate,,7 m,4,,,,,,,,,,0,416,E,,,Gas,,,,1,1,,,0,0,0,Non flood zone,,0,"Dorpsstraat, 21",7740 - 1691177
https://www.immoweb.be/en/classified/ground-floor/for-sale/geel/2440/11074664,11074664,geel,2440,220000,appartment,ground-floor,for-sale,1,63,1,0,0,,,,,0,As new,2019,,3,Urban,,,,,,,,,,59,A,618 kg CO₂/m²,,Gas,,1,,1,1,,,0,0,,Non flood zone,"Living area (residential, urban or rural)",0,Retiesebaan 3,5713572
https://www.immoweb.be/en/classified/house/for-sale/schaerbeek/1030/11021494,11021494,schaerbeek,1030,750000,house,house,for-sale,5,300,0,0,1,,,530,,0,To renovate,1907,6 m,2,,,0,0,1,1,0,0,Connected,1,458,G,115 kg CO₂/m²,,Fuel oil,0,0,0,0,,,,,,,,,0,Avenue Louise 404a,83797642
https://www.immoweb.be/en/classified/house/for-sale/roosdaal/1760/11058274,11058274,roosdaal,1760,575000,house,house,for-sale,4,197,1,0,0,,,716,,0,As new,2020,7 m,3,,,,,,,,,Connected,,,,,,,,1,,1,1,,,1,0,0,,"Living area (residential, urban or rural)",0,Stationsstraat 120,5650321
https://www.immoweb.be/en/classified/exceptional-property/for-sale/schaerbeek/1030/11094123,11094123,schaerbeek,1030,1195000,house,exceptional-property,for-sale,8,488,1,0,0,,128,305,,0,Good,1912,7.8 m,2,,,,,,,,,Connected,1,253,E,48 kg CO₂/m²,,Gas,,,,1,,,,,,,Non flood zone,"Living area (residential, urban or rural)",0,Rue Belliard 200,5824615
https://www.immoweb.be/en/classified/apartment/for-sale/grimbergen/1850/11135557,11135557,grimbergen,1850,549000,appartment,apartment,for-sale,3,124,1,0,0,50,,,,0,Good,2025,,4,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,1,1,,,,1,0,,"Living area (residential, urban or rural)",0,Meyskensstraat 222,1785415 - 2024/041b/
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11135560,11135560,uccle,1180,275000,appartment,apartment,for-sale,1,75,1,0,0,,,,,0,Good,,,,,,,,,,,,,,122,C,24 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,"Parvis St-Pierre, 15",5863534
https://www.immoweb.be/en/classified/apartment/for-sale/grimbergen/1850/11135558,11135558,grimbergen,1850,459000,appartment,apartment,for-sale,2,107,1,0,0,29,,,,0,Good,2025,,4,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,1,1,,,,1,0,,"Living area (residential, urban or rural)",0,Meyskensstraat 222,1785418 - 2024/041d/
https://www.immoweb.be/en/classified/apartment/for-sale/grimbergen/1850/11135556,11135556,grimbergen,1850,250000,appartment,apartment,for-sale,1,53,1,0,0,8,,,,0,Good,2025,,4,"Living area (residential, urban or rural)",,,,,,,,,,,,,,,,,,1,1,,,,1,0,,"Living area (residential, urban or rural)",0,Meyskensstraat 222,1785372 - 2024/041/S
https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/11135559,11135559,erpe-mere,9420,215000,house,house,for-sale,3,255,1,0,0,,,510,,0,To renovate,1956,12 m,2,Isolated,,,,,,,,Connected,1,614,F,,,Gas,,,,,,,,0,0,0,,"Living area (residential, urban or rural)",0,Hoogstraat 20,5828909
https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/11135562,11135562,bruxelles,1000,499000,appartment,apartment,for-sale,2,85,1,0,0,7,,,,0,Good,2016,5 m,2,Urban,,,,,,,,,,90,B,18 kg CO₂/m²,,Gas,,,,1,,,,,,,Non flood zone,,0,Avenue Charles Quint 515,5863653
https://www.immoweb.be/en/classified/house/for-sale/landegem/9850/11135596,11135596,landegem,9850,409000,house,house,for-sale,3,180,1,0,0,,800,1019,,0,To renovate,,,4,,,,,,,,,,,544,F,,,Electric,,,,1,1,,,1,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Damstraat 7,5845507
https://www.immoweb.be/en/classified/exceptional-property/for-sale/brugge/8200/11135567,11135567,brugge,8200,280000,house,exceptional-property,for-sale,2,180,1,0,0,,,70,,0,To renovate,1939,,2,Urban,,,,,,,,,,,,,,Gas,,,,1,,,,1,0,0,,"Living area (residential, urban or rural)",0,Monnikeredestraat 11,5863573
https://www.immoweb.be/en/classified/house/for-sale/galmaarden/1570/11135588,11135588,galmaarden,1570,235000,house,house,for-sale,2,138,1,0,0,,,320,,0,To be done up,1850,,3,Urban,,,,,,,,Connected,1,,,,,Gas,,,,1,,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Galgstraat 83,5842836
https://www.immoweb.be/en/classified/house/for-sale/herne/1540/11135589,11135589,herne,1540,135000,house,house,for-sale,2,75,0,0,0,,,644,,0,To renovate,1875,,3,Urban,,,,,,,,,,,,,,,,,,,,,,0,,0,Non flood zone,,0,Galgstraat 83,5846260
https://www.immoweb.be/en/classified/house/for-sale/herne/1540/11135590,11135590,herne,1540,155000,house,house,for-sale,1,100,1,0,0,,,700,,0,To renovate,1875,,3,Urban,1,,,,,,,,,,,,,,,,,,,,,0,,0,Non flood zone,"Living area (residential, urban or rural)",0,Galgstraat 83,5846261
